fb_code,Class,Order,Family,Genus,species,Home_range,Diel_activity,Size_group,Level_water,TempOccurrence_min,TempOccurrence_mean,TempOccurrence_max,Body_size_max,Size_class,Body_shape,Aspect_ratio,Nphoto,Caudal_fin,Mouth_position,Trophic_level,Diet,Spawning,Depth_min,Depth_max,Depth_range,Allometric_a,Allometric_b,Level_length_weight,PLD,PLD_level,Life_span,Geographic_range_index,Range_extension,Lat_Max_South,Lat_Max_North,Province_2,Province_3,Province_4,Province_6,Province_7,Province_10,Province_11,Province_12,Province_13,Province_14,Province_15,Province_16,Province_17,Province_43,Province_44,Province_45,Province_46,Province_47,Province_48,Province_50,Total_OcuProv,AT,EP,IUCN_status,Vulnerability,Price_category,
16663,actinopterygii,gobiesociformes,gobiesocidae,arcos,arcos nudus,sed,day,sol,bottom,"25,48","27,52","29,8",9,s2,depressed,NA,NA,truncated,terminal,"3,5",im,demersal,0,22,22,"0,02306538",3,family,38,,NA,14,native,"8,6","25,5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,"34,3",not_targeted,
1744,actinopterygii,anguilliformes,congridae,ariosoma,ariosoma balearicum,sed,NA,sol,bottom,"20,38","23,81","27,55",35,s4,eel_like,NA,NA,pointed,subterminal,"3,9",fc,pelagic,1,732,731,"5,96E-06","4,920,291,281",family,"23,4",,NA,NA,native,"8,8","32,3",0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,7,1,0,lc,"27,79",medium,
8829,actinopterygii,pleuronectiformes,bothidae,arnoglossus,arnoglossus capensis,NA,NA,NA,bottom,"20,13","23,61","27,31",20,s3,depressed,"0,838051",1,rounded,terminal,"3,6",NA,pelagic,1,200,199,"5,96E-06","4,920,291,281",family,"18,75",,NA,NA,native,"-35,1","15,6",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,0,lc,"32,38",very high,
55116,actinopterygii,pleuronectiformes,bothidae,arnoglossus,arnoglossus coeruleosticta,sed,NA,NA,bottom,"15,21","18,12","22,21",22,s3,depressed,NA,NA,lanceolated,terminal,"3,6",NA,pelagic,NA,NA,NA,"5,96E-06","4,920,291,281",family,NA,,NA,2,native,"-30,1","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,ne,"37,26",medium,
41,actinopterygii,pleuronectiformes,bothidae,arnoglossus,arnoglossus imperialis,NA,NA,NA,bottom,"20,13","19,86","25,1",25,s3,depressed,"0,92931",1,rounded,terminal,"3,8",im,pelagic,20,350,330,"5,96E-06","4,920,291,281",family,20,genus,NA,NA,native,"-27,2","-10,8",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0,lc,"35,16",very high,
42,actinopterygii,pleuronectiformes,bothidae,arnoglossus,arnoglossus laterna,NA,day,NA,bottom,"17,56","21,11","25,12",25,s3,depressed,"0,774341",1,rounded,terminal,"3,6",im,pelagic,10,200,190,"5,96E-06","4,920,291,281",family,"43,6",,"7,5",NA,native,"-27,2","-10,8",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,lc,"35,75",not_targeted,
43,actinopterygii,pleuronectiformes,bothidae,arnoglossus,arnoglossus thori,NA,day,NA,bottom,"15,31","20,09","25,55",18,s3,depressed,"0,974744",1,rounded,terminal,"3,3",im,pelagic,15,300,285,"5,96E-06","4,920,291,281",family,"19,9",,10,NA,native,"15,9","43,6",1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,dd,"25,01",very high,
27517,actinopterygii,pleuronectiformes,soleidae,aseraggodes,aseraggodes bahamondei,sed,NA,sol,bottom,"15,21","18,12","22,21",20,s3,depressed,NA,NA,rounded,terminal,"3,7",NA,pelagic,2,25,23,NA,NA,,NA,,NA,39,native,"-30,1","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,lc,"28,13",very high,
3704,actinopterygii,perciformes,uranoscopidae,astroscopus,astroscopus y graecum,sed,day,sol,bottom,"23,76","26,52","29,45",44,s4,depressed,NA,NA,truncated,superior,"4,2",fc,pelagic,2,100,98,NA,NA,,"28,2",,NA,48,native,"9,12","32,1",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,lc,NA,not_targeted,
3234,actinopterygii,atheriniformes,atherinidae,atherinomorus,atherinomorus stipes,mob,night,largeg,high,"26,3","27,5","28,2",10,s2,fusiform,"256,911",1,forked,terminal,"3,31",pk,NA,0,20,20,"0,00707946","3,12",genus,21,family,NA,NA,native,-6,"27,3",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,lc,"26,76",medium,
64867,actinopterygii,perciformes,gobiidae,barbulifer,barbulifer enigmaticus,sed,day,sol,bottom,NA,NA,NA,"2,93",s1,elongated,NA,1,rounded,terminal,"3,08",im,demersal,0,NA,NA,"0,00891251","3,08",genus,26,genus,NA,NA,native,"-24,5","-18,9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,ne,10,NA,
3837_B,actinopterygii,perciformes,gobiidae,bathygobius,bathygobius brasiliensis,sed,day,smallg,bottom,NA,NA,NA,7,s1,elongated,NA,NA,rounded,terminal,NA,im,demersal,0,3,3,"0,01437486",3,genus,"60,4",genus,NA,NA,native,-4,"-3,8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,ne,NA,NA,
65822,actinopterygii,perciformes,gobiidae,bathygobius,bathygobius geminatus,sed,day,sol,bottom,NA,NA,NA,"4,64",s1,elongated,NA,1,rounded,terminal,"3,25",im,demersal,NA,NA,NA,"0,00660693","3,08",genus,60,genus,NA,NA,native,"17,2","26,5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,dd,10,NA,
9080,actinopterygii,anguilliformes,ophichthidae,brachysomophis,brachysomophis atlanticus,NA,both,sol,bottom,"21,02","25,15","28,96","27,3",s3,eel_like,NA,NA,pointed,subterminal,"3,7",NA,pelagic,8,10,2,NA,NA,,NA,,NA,NA,native,"-0,1","13,4",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,lc,"19,59",not_targeted,
4935,actinopterygii,perciformes,malacanthidae,branchiostegus,branchiostegus semifasciatus,NA,NA,NA,NA,"16,52","20,42","24,75",60,s5,fusiform,"149,049",1,truncated,terminal,"3,6",NA,pelagic,50,300,250,NA,NA,,NA,,NA,NA,native,"-11,3","15,7",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,lc,"51,36",very high,
47270,actinopterygii,perciformes,labrisomidae,brockius,brockius albigenys,sed,day,sol,bottom,"25,99","27,84","29,89","5,2",s1,elongated,NA,NA,rounded,terminal,"3,4",im,demersal,0,8,8,NA,NA,,NA,,NA,22,native,"9,1","23,8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
3734,actinopterygii,perciformes,labrisomidae,brockius,brockius nigricinctus,sed,day,sol,bottom,"25,06","27,39","29,88",8,s2,elongated,NA,NA,rounded,terminal,"3,5",im,demersal,0,10,10,NA,NA,,NA,,NA,28,native,"-5,8","26,5",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,10,not_targeted,
46663,actinopterygii,perciformes,labrisomidae,brockius,brockius striatus,sed,day,sol,bottom,"20,3","23,35","26,75",6,s1,elongated,"155,813",1,rounded,terminal,"3,5",im,demersal,1,9,8,NA,NA,,NA,,NA,13,native,"16,8","28,2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,lc,10,not_targeted,
3296,actinopterygii,syngnathiformes,syngnathidae,bryx,bryx dunckeri,sed,day,sol,bottom,"26,1","27,5","28,2","7,5",s2,elongated,NA,1,rounded,tubular,"3,21",im,live,1,10,9,"0,000512861","3,09",genus,15,family,NA,NA,native,"8,6","32,2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,unknown,
55298,actinopterygii,perciformes,callanthiidae,callanthias,callanthias platei,NA,NA,NA,NA,"15,21","18,12","22,21",60,s5,fusiform,NA,NA,forked,terminal,"3,5",NA,demersal,NA,NA,NA,NA,NA,,NA,,NA,2,native,"-30,1","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,ne,"26,84",not_targeted,
16521,actinopterygii,anguilliformes,ophichthidae,callechelys,callechelys bilinearis,NA,NA,NA,bottom,"24,29","26,99","29,58",170,s6,eel_like,NA,NA,pointed,subterminal,"4,1",NA,pelagic,0,3,3,"0,00024","3,015",family,NA,,NA,NA,native,"-18,2","33,9",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,lc,"67,13",not_targeted,
2640,actinopterygii,anguilliformes,ophichthidae,callechelys,callechelys guineensis,NA,night,sol,bottom,"22,66","26,44","29,77",108,s6,eel_like,NA,NA,pointed,subterminal,"3,9",NA,pelagic,4,35,31,"0,00024","3,015",family,NA,,NA,NA,native,"-5,9","33,9",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,lc,"49,74",not_targeted,
15086,actinopterygii,perciformes,serranidae,caprodon,caprodon longimanus,NA,NA,NA,low,"18,09","20,47","23,12",55,s5,fusiform,"259,198",2,forked,superior,"3,9",im,pelagic,0,400,400,"0,001417552","3,548,062,049",family,NA,,NA,39,native,"-30,1","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,lc,"34,14",very high,
1901,actinopterygii,perciformes,carangidae,caranx,caranx caninus,vmob,both,medg,high,"12,9","15,7","21,7",101,s6,fusiform,"3,35",2,forked,terminal,"3,9",fc,pelagic,1,350,349,"0,0129","2,98",species,60,genus,NA,57,native,"-2,3","30,7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,lc,54,high,
59330,actinopterygii,perciformes,gobiidae,carrigobius,carrigobius amblyrhynchus,sed,day,sol,bottom,"26,64","28,3","30,2",4,s1,elongated,NA,NA,rounded,terminal,"3,2",im,demersal,8,50,42,NA,NA,,NA,,NA,1,native,16,"16,8",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,dd,10,very high,
345,actinopterygii,perciformes,centropomidae,centropomus,centropomus undecimalis,mob,day,smallg,low,"23,19","26,11","29,17",140,s6,fusiform,"190,693",1,forked,superior,"4,2",fc,pelagic,0,22,22,"0,00581","3,04",species,35,genus,7,40,native,"-30,1","33,9",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,lc,"45,7",low,
80,actinopterygii,gonorynchiformes,chanidae,chanos,chanos chanos,vmob,both,medg,high,"22,73","26,22","29,1",180,s6,fusiform,"3,585,765",4,forked,terminal,"2,4",hd,pelagic,1,30,29,"0,009","2,96",species,"21,5",species,15,NA,lessepsian,"-1,3","27,9",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,lc,"76,23",not_targeted,
1323,actinopterygii,pleuronectiformes,bothidae,chascanopsetta,chascanopsetta lugubris,NA,day,NA,bottom,"22,13","25,68","29,03",40,s4,depressed,"113,431",1,rounded,terminal,"3,5",im,pelagic,60,3210,3150,NA,NA,,NA,,NA,NA,native,"-30,5","33,9",0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,7,1,0,lc,"51,22",very high,
5146,actinopterygii,mugiliformes,mugilidae,chelon,chelon richardsonii,vmob,both,largeg,high,"17,27","19,71","22,54","40,5",s4,fusiform,"203,908",1,forked,terminal,"2,4",hd,pelagic,NA,NA,NA,"0,014396749","3,014,063,621",family,NA,,NA,6,native,"-35,6","-17,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,ne,"39,9",medium,
54945,actinopterygii,perciformes,chironemidae,chironemus,chironemus bicornis,NA,NA,NA,NA,"15,21","18,12","22,21","31,6",s4,fusiform,NA,NA,truncated,terminal,"3,5",NA,NA,0,5,5,NA,NA,,NA,,NA,2,native,"-30,1","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,ne,"24,6",not_targeted,
60597,actinopterygii,perciformes,chironemidae,chironemus,chironemus delfini,NA,NA,NA,NA,"15,21","18,12","22,21","31,6",s4,fusiform,NA,NA,truncated,terminal,"3,5",NA,NA,NA,NA,NA,NA,NA,,NA,,NA,1,native,"-30,2",-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,ne,"24,6",not_targeted,
25785,actinopterygii,perciformes,serranidae,choranthias,choranthias salmopunctatus,mob,day,smallg,low,"24,82","26,63","28,79","6,1",s1,fusiform,NA,NA,forked,terminal,"3,3",pk,pelagic,30,35,5,"0,001417552","3,548,062,049",family,NA,,NA,1,native,"0,8","0,9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,"11,03",very high,
57936,actinopterygii,perciformes,gobiidae,chriolepis,chriolepis roosevelti,sed,day,sol,bottom,"26,53","28,1","29,87","2,5",s1,elongated,NA,NA,rounded,terminal,"3,3",im,demersal,1,20,19,"0,014164639","2,902,488,013",family,NA,,NA,20,native,"9,5","18,5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,"13,37",very high,
46846,actinopterygii,perciformes,gobiidae,chriolepis,chriolepis semisquamata,sed,day,sol,bottom,"17,23","20,83","24,99","6,3",s1,elongated,"0,758356",1,rounded,terminal,"3,3",im,demersal,2,20,18,"0,014164639","2,902,488,013",family,NA,,NA,9,native,"24,4","31,1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,dd,"12,01",very high,
12421,actinopterygii,perciformes,pomacentridae,chromis,chromis meridiana,NA,NA,NA,low,"15,96","18,48","21,32",11,s2,fusiform,NA,NA,forked,terminal,3,NA,demersal,9,34,25,"0,017909534","3,290,729,357",genus,29,genus,NA,4,native,"-26,6","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,ne,"24,92",not_targeted,
8398,actinopterygii,scorpaeniformes,congiopodidae,congiopodus,congiopodus peruvianus,mob,both,sol,bottom,"8,1","13,2","18,3","33,12",s4,compressed,"129,787",1,truncated,tubular,"3,27",im,NA,5,500,495,"0,0112202","3,04",family,NA,NA,NA,NA,native,"-56,3","-34,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,ne,"23,12",unknown,
3293,actinopterygii,syngnathiformes,syngnathidae,cosmocampus,cosmocampus arctus,sed,day,sol,bottom,"21,59","23,95","26,67",12,s2,elongated,NA,NA,rounded,tubular,"3,3",im,live,1,10,9,"0,001001365",3,family,NA,,NA,33,native,"-6,9","31,7",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,lc,10,not_targeted,
46223,actinopterygii,syngnathiformes,syngnathidae,cosmocampus,cosmocampus heraldi,sed,day,sol,bottom,"15,21","18,12","22,21",7,s1,NA,NA,NA,pointed,tubular,"3,2",NA,live,6,23,17,"0,001001365",3,family,NA,,NA,2,native,"-30,1","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,dd,10,not_targeted,
28112018,actinopterygii,perciformes,serranidae,cratinus,cratinus agassizii,NA,NA,NA,NA,"24,71","27,34","29,27",60,s5,elongated,"155,211",1,truncated,superior,"4,2",fc,pelagic,1,12,11,NA,NA,,NA,,NA,NA,native,"-6,9","1,7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,nt,"48,76",very high,
16638,actinopterygii,perciformes,gobiidae,cryptopsilotris,cryptopsilotris batrachodes,sed,day,sol,bottom,"25,99","27,84","29,89","1,9",s1,elongated,NA,NA,rounded,terminal,3,im,demersal,5,55,50,NA,NA,,NA,,NA,22,native,"9,5","26,7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,very high,
933,actinopterygii,perciformes,carangidae,decapterus,decapterus macarellus,vmob,day,largeg,high,"23,23","26,12","28,87",46,s4,fusiform,"44,389",1,forked,terminal,4,im,pelagic,0,400,400,NA,NA,,59,family,NA,133,native,"-28,3","42,9",0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,13,1,1,lc,"19,87",medium,
12302,actinopterygii,perciformes,carangidae,decapterus,decapterus muroadsi,NA,NA,largeg,low,"21,21","24,71","27,85",50,s4,fusiform,"428,213",1,forked,terminal,"3,4",pk,pelagic,1,320,319,"0,01","3,15",genus,59,family,NA,NA,native,"-28,3","42,9",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,lc,"40,68",medium,
995,actinopterygii,perciformes,carangidae,decapterus,decapterus tabl,vmob,day,largeg,high,"12,1","16,6","22,4",50,s4,fusiform,"413,456",1,forked,superior,"3,22",pk,pelagic,7,400,393,"0,0123027","3,01",genus,59,family,NA,NA,native,"-28,3","42,9",0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,8,1,1,lc,"22,26",medium,
64,actinopterygii,gobiesociformes,gobiesocidae,diplecogaster,diplecogaster bimaculata bimaculata,sed,NA,NA,bottom,"14,12","19,12","24,91",6,s1,depressed,NA,NA,truncated,terminal,"3,4",NA,demersal,NA,NA,NA,"0,02306538",3,family,NA,,NA,50,native,30,40,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,lc,NA,not_targeted,
14248,actinopterygii,perciformes,serranidae,Diplectrum,diplectrum pacificum,mob,day,sol,bottom,"20,4","25,9","28,7",34,s4,fusiform,"1,08",1,forked,terminal,4,fc,pelagic,1,90,89,"0,005","3,246",species,NA,,NA,15,native,"-6,9","31,7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,ne,34,very high,
1713,actinopterygii,anguilliformes,ophichthidae,echelus,echelus myrus,NA,NA,NA,bottom,"15,77","20,39","25,7",100,s6,eel_like,NA,NA,pointed,subterminal,"4,3",NA,pelagic,3,550,547,"0,0041","2,662",species,NA,,NA,NA,native,"-2,2","43,7",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,lc,"48,74",not_targeted,
48175,actinopterygii,perciformes,chaenopsidae,emblemariopsis,emblemariopsis signifer,sed,day,sol,bottom,"24,88","26,85","29,07","3,3",s1,elongated,"1,63",1,truncated,terminal,"3,3",im,demersal,2,8,6,"0,007705413","2,962",family,38,family,NA,24,native,"-39,9","26,5",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,lc,NA,not_targeted,
12939_trin,actinopterygii,perciformes,spawning,entomacrodus,entomacrodus end tri,sed,day,sol,bottom,"24,82","26,63","28,79","7,6",s2,elongated,NA,NA,truncated,subterminal,2,hd,demersal,0,5,5,"0,014905494","3,017,856,658",family,NA,,NA,NA,native,"-20,7","-20,4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,ne,NA,not_targeted,
98,actinopterygii,perciformes,scombridae,euthynnus,euthynnus lineatus,vmob,both,largeg,high,"21,3",26,"28,6",84,s5,fusiform,"4,11",1,forked,terminal,"3,8",fc,pelagic,0,40,40,"0,0242","3,018",species,24,genus,11,34,native,"-4,2","28,8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,lc,44,high,
3083,actinopterygii,lophiiformes,antennariidae,fowlerichthys,fowlerichthys avalonis,sed,both,sol,bottom,"21,59","23,95","26,67",33,s4,depressed,"0,416485",1,truncated,superior,4,im,attach,0,300,300,"0,020119231","3,390,497,115",family,NA,,NA,33,native,"-6,9","31,7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,lc,"17,57",not_targeted,
55291,actinopterygii,perciformes,girellidae,girella,girella albostriata,NA,NA,NA,NA,"15,21","18,12","22,21","40,4",s4,fusiform,NA,NA,truncated,terminal,2,hd,pelagic,0,30,30,"0,0272",3,genus,NA,,NA,2,native,"-30,1","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,ne,52,not_targeted,
56292,actinopterygii,perciformes,girellidae,girella,girella feliciana,NA,NA,NA,NA,"15,21","18,12","22,21","40,4",s4,fusiform,NA,NA,truncated,terminal,3,hd,pelagic,0,30,30,"0,0272",3,genus,NA,,NA,2,native,"-30,1","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,ne,52,not_targeted,
3729,actinopterygii,perciformes,labrisomidae,gobioclinus,gobioclinus bucciferus,sed,day,sol,bottom,"25,58","27,54","29,75",9,s2,elongated,NA,NA,rounded,terminal,"3,8",im,demersal,0,5,5,NA,NA,,NA,,NA,26,native,"9,4","32,2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
25531,actinopterygii,perciformes,labrisomidae,gobioclinus,gobioclinus dendriticus,sed,day,sol,bottom,"22,9","24,8","27,41",13,s2,elongated,NA,NA,rounded,terminal,4,im,demersal,1,25,24,NA,NA,,NA,,NA,4,native,"-1,3","0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,vu,10,not_targeted,
23735,actinopterygii,perciformes,labrisomidae,gobioclinus,gobioclinus filamentosus,sed,day,sol,bottom,"25,63","27,72","29,95",12,s2,elongated,NA,NA,rounded,terminal,"3,9",im,demersal,12,120,108,NA,NA,,NA,,NA,26,native,12,"25,4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
3730,actinopterygii,perciformes,labrisomidae,gobioclinus,gobioclinus gobio,sed,day,sol,bottom,"24,87","27,33","29,9","6,5",s1,elongated,NA,NA,rounded,terminal,"3,6",im,demersal,0,15,15,NA,NA,,NA,,NA,30,native,"9,2","28,5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
3731,actinopterygii,perciformes,labrisomidae,gobioclinus,gobioclinus guppyi,sed,day,sol,bottom,"25,74","27,78","29,96","11,5",s2,elongated,NA,NA,rounded,terminal,"3,4",im,demersal,0,4,4,NA,NA,,NA,,NA,28,native,"8,9","26,9",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
3732,actinopterygii,perciformes,labrisomidae,gobioclinus,gobioclinus haitiensis,sed,day,sol,bottom,"24,74","27,31","29,99","7,5",s2,elongated,NA,NA,rounded,terminal,"3,7",im,demersal,1,25,24,NA,NA,,NA,,NA,33,native,"9,1","28,7",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,10,not_targeted,
3733,actinopterygii,perciformes,labrisomidae,gobioclinus,gobioclinus kalisherae,sed,day,sol,bottom,"24,59","26,97","29,5","7,5",s2,elongated,"0,914358",1,rounded,terminal,"3,9",im,demersal,2,16,14,NA,NA,,NA,,NA,46,native,"9,1","28,8",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,lc,10,not_targeted,
67880,actinopterygii,perciformes,gobiidae,gobiosoma,gobiosoma alfiei,sed,day,sol,bottom,NA,NA,NA,"3,39",s1,elongated,NA,1,rounded,terminal,"3,11",im,demersal,0,1,1,"0,00660693","3,08",family,28,genus,NA,NA,native,"-20,8","-2,6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,ne,10,NA,
46332,actinopterygii,perciformes,gobiidae,gobius,gobius ater,NA,NA,NA,NA,"14,56","20,35","27,24","7,1",s2,elongated,NA,NA,rounded,terminal,"3,2",NA,demersal,2,10,8,"0,014164639","2,902,488,013",family,NA,,NA,NA,native,35,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,"15,85",very high,
16289,actinopterygii,perciformes,gobiidae,gobius,gobius geniporus,sed,NA,NA,bottom,"14,56","20,35","27,24",16,s3,elongated,"0,4810655",2,rounded,terminal,"3,3",im,demersal,0,30,30,"0,014164639","2,902,488,013",family,NA,,NA,NA,native,"30,6","45,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,"25,07",very high,
12749,actinopterygii,gonorynchiformes,gonorynchidae,gonorynchus,gonorynchus greyi,NA,NA,NA,NA,"15,21","18,12","22,21",50,s4,elongated,"177,885",1,forked,subterminal,"2,1",NA,NA,1,160,159,NA,NA,,NA,,NA,39,native,"-26,6","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,ne,"27,83",not_targeted,
27690,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax australicola,sed,NA,sol,bottom,"20,31","22,65","25,28","37,5",s4,eel_like,NA,NA,pointed,terminal,"3,8",im,pelagic,0,45,45,"0,000439441","3,323,573,107",genus,NA,,NA,14,native,"-26,6","-26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,lc,"34,79",medium,
24383,actinopterygii,anguilliformes,muraenidae,gymnothorax,gymnothorax obesus,sed,NA,sol,bottom,"18,28","20,94","23,89",180,s6,eel_like,NA,NA,pointed,terminal,"4,3",NA,pelagic,NA,NA,NA,"0,000439441","3,323,573,107",genus,NA,,NA,23,native,"-30,1",-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,lc,"85,38",medium,
1478,actinopterygii,clupeiformes,clupeidae,harengula,harengula clupeola,vmob,day,largeg,high,"24,3","26,8",28,18,s3,fusiform,"163,819",1,forked,terminal,"3,31",pk,pelagic,0,50,50,"0,00933254","3,05",family,40,family,NA,NA,native,"8,7","29,6",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,lc,"15,77",low,
1479,actinopterygii,clupeiformes,clupeidae,harengula,harengula humeralis,vmob,day,largeg,high,"24,5","26,7",28,22,s3,fusiform,"254,586",1,forked,terminal,"3,43",pk,pelagic,0,50,50,"0,01","3,05",family,40,family,NA,NA,native,"9,2","32,3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,"14,26",low,
1480,actinopterygii,clupeiformes,clupeidae,harengula,harengula jaguana,vmob,day,largeg,low,"23,2","27,1","28,1","21,2",s3,fusiform,"339,567",1,forked,terminal,"3,33",pk,pelagic,0,22,22,"0,00933254","3,06",family,40,family,3,NA,native,"-21,3","32,1",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,lc,"20,83",low,
12758_asc,actinopterygii,perciformes,tripterygiidae,helcogramma,helcogramma ascensionis,sed,day,sol,bottom,"21,98","24,34","27,32","3,5",s1,elongated,NA,NA,rounded,subterminal,3,im,demersal,0,5,5,"9,53E-06","29,895",species,NA,,NA,NA,native,"-8,2",-8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
